camera,segment,kind,frame,w,h,mean,yunet_n,scrfd_n,yunet_score,scrfd_score,yunet_fsize,scrfd_fsize,iou,y_x1,y_y1,y_x2,y_y2,s_x1,s_y1,s_x2,s_y2
zenbook,glasses-on,ir,ir/frame01.pgm,640,400,17.7,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame02.pgm,640,400,94.5,1,1,0.9258,0.7929,120.5683,127.0026,0.8582,252.0,141.4,372.6,295.6,249.8,129.3,376.8,291.5
zenbook,glasses-on,ir,ir/frame03.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame04.pgm,640,400,93.1,1,1,0.9239,0.7919,120.5950,126.0206,0.8555,251.9,142.0,372.5,296.2,250.1,129.3,376.2,291.1
zenbook,glasses-on,ir,ir/frame05.pgm,640,400,18.9,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame06.pgm,640,400,92.0,1,1,0.9219,0.7859,120.8311,126.1555,0.8570,251.4,142.0,372.2,296.1,249.5,129.7,375.7,290.7
zenbook,glasses-on,ir,ir/frame07.pgm,640,400,19.1,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame08.pgm,640,400,91.3,1,1,0.9234,0.7881,121.0141,126.0880,0.8568,251.0,141.5,372.0,296.1,249.8,129.1,375.9,290.3
zenbook,glasses-on,ir,ir/frame09.pgm,640,400,19.2,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame10.pgm,640,400,90.6,1,1,0.9220,0.8047,120.6229,126.5270,0.8552,249.8,140.8,370.5,293.9,247.7,128.8,374.2,288.7
zenbook,glasses-on,ir,ir/frame11.pgm,640,400,19.3,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame12.pgm,640,400,90.1,1,1,0.9206,0.7966,121.5848,126.7694,0.8606,248.7,142.4,370.3,295.8,247.1,130.4,373.9,290.6
zenbook,glasses-on,ir,ir/frame13.pgm,640,400,19.4,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame14.pgm,640,400,89.5,1,1,0.9198,0.7922,121.6132,127.0910,0.8581,248.9,141.7,370.6,297.3,247.5,130.4,374.6,291.1
zenbook,glasses-on,ir,ir/frame15.pgm,640,400,19.5,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame16.pgm,640,400,89.1,1,1,0.9235,0.8123,120.6321,126.8405,0.8452,249.6,142.2,370.2,297.5,246.9,130.2,373.8,290.6
zenbook,glasses-on,ir,ir/frame17.pgm,640,400,19.5,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame18.pgm,640,400,88.6,1,1,0.9225,0.8025,119.9024,126.6160,0.8469,249.6,140.6,369.5,297.5,247.1,129.7,373.8,290.4
zenbook,glasses-on,ir,ir/frame19.pgm,640,400,19.6,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame20.pgm,640,400,88.0,1,1,0.9224,0.8011,121.7771,126.0622,0.8572,248.1,141.2,369.9,298.1,246.6,129.6,372.7,290.5
zenbook,glasses-on,ir,ir/frame21.pgm,640,400,19.7,0,0,,,,,,,,,,,,,
zenbook,glasses-on,ir,ir/frame22.pgm,640,400,87.5,1,1,0.9200,0.8097,122.2591,125.4328,0.8638,246.9,143.2,369.1,297.7,245.4,131.8,370.8,290.0
zenbook,glasses-on,ir,ir/frame23.pgm,640,400,19.7,0,0,,,,,,,,,,,,,
zenbook,sweep,rgb,rgb/rgb00.ppm,640,480,173.0,1,1,0.9449,0.8261,140.2420,147.7578,0.9051,263.8,148.3,404.1,333.8,260.1,140.0,407.9,334.6
zenbook,sweep,rgb,rgb/rgb01.ppm,640,480,173.7,1,1,0.9474,0.8392,142.6227,147.4398,0.9376,258.4,146.0,401.0,335.8,258.3,140.7,405.7,336.6
zenbook,sweep,rgb,rgb/rgb02.ppm,640,480,173.9,1,1,0.9418,0.7503,141.3133,143.9658,0.9304,275.5,146.1,416.8,330.9,271.7,144.1,415.7,325.8
zenbook,sweep,rgb,rgb/rgb03.ppm,640,480,173.6,1,1,0.9298,0.7754,136.6342,138.4102,0.9105,301.4,145.3,438.0,334.0,297.8,143.0,436.2,326.0
zenbook,sweep,rgb,rgb/rgb04.ppm,640,480,172.7,1,1,0.9285,0.7479,125.6117,131.3721,0.8966,326.4,147.3,452.0,333.3,318.8,144.3,450.1,329.4
zenbook,sweep,rgb,rgb/rgb05.ppm,640,480,172.4,1,1,0.9338,0.7090,119.5614,134.6020,0.8412,335.9,151.1,455.4,335.6,321.8,143.4,456.4,332.8
zenbook,sweep,rgb,rgb/rgb06.ppm,640,480,172.6,1,1,0.9260,0.7299,119.6198,129.8470,0.8363,332.4,156.6,452.0,335.9,322.4,144.6,452.2,329.9
zenbook,sweep,rgb,rgb/rgb07.ppm,640,480,173.7,1,1,0.9338,0.7863,134.6668,137.1725,0.8884,302.9,146.8,437.6,334.0,297.8,142.4,435.0,326.8
zenbook,sweep,ir,ir/frame00.pgm,640,400,82.3,1,1,0.9278,0.8234,124.6246,123.3463,0.8516,266.3,139.5,391.0,300.6,263.4,129.7,386.8,293.2
zenbook,sweep,ir,ir/frame01.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame02.pgm,640,400,94.2,1,1,0.9283,0.8229,125.6685,123.9829,0.8440,265.5,138.7,391.2,301.4,262.1,129.9,386.1,293.2
zenbook,sweep,ir,ir/frame03.pgm,640,400,18.3,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame04.pgm,640,400,87.7,1,1,0.9294,0.8227,115.6932,124.9749,0.8498,264.0,138.6,379.7,298.5,259.4,129.7,384.4,293.1
zenbook,sweep,ir,ir/frame05.pgm,640,400,18.4,0,1,,0.5142,,88.4208,,,,,,7.9,107.4,96.3,219.0
zenbook,sweep,ir,ir/frame06.pgm,640,400,86.7,1,1,0.9308,0.8182,118.0955,126.1633,0.8602,259.9,138.0,378.0,299.5,255.9,130.3,382.0,293.1
zenbook,sweep,ir,ir/frame07.pgm,640,400,18.4,0,1,,0.5919,,87.9202,,,,,,7.8,109.2,95.8,219.1
zenbook,sweep,ir,ir/frame08.pgm,640,400,85.9,1,1,0.9296,0.8179,119.1987,125.1485,0.8766,256.1,137.0,375.3,300.2,254.5,130.4,379.6,293.1
zenbook,sweep,ir,ir/frame09.pgm,640,400,18.4,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame10.pgm,640,400,85.1,1,1,0.9313,0.7828,120.1106,124.2068,0.8908,254.3,138.8,374.5,300.1,252.4,132.3,376.6,293.1
zenbook,sweep,ir,ir/frame11.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame12.pgm,640,400,84.5,1,1,0.9300,0.7598,119.5145,124.4678,0.8678,251.8,139.8,371.3,300.8,249.7,130.8,374.2,293.1
zenbook,sweep,ir,ir/frame13.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame14.pgm,640,400,83.9,1,1,0.9324,0.7650,120.4611,124.4802,0.8786,250.4,139.1,370.8,301.2,248.4,131.3,372.9,293.1
zenbook,sweep,ir,ir/frame15.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame16.pgm,640,400,83.3,1,1,0.9316,0.7921,121.0572,124.8943,0.8839,247.7,139.2,368.7,300.4,247.1,131.3,372.0,293.2
zenbook,sweep,ir,ir/frame17.pgm,640,400,18.5,0,0,,,,,,,,,,,,,
zenbook,sweep,ir,ir/frame18.pgm,640,400,82.8,1,1,0.9330,0.8237,120.6043,124.3759,0.8819,245.4,138.6,366.0,299.1,245.9,130.3,370.3,293.2
zenbook,sweep,ir,ir/frame19.pgm,640,400,18.6,0,1,,0.5455,,89.8536,,,,,,6.6,107.3,96.4,220.7
zenbook,sweep,ir,ir/frame20.pgm,640,400,82.4,1,1,0.9281,0.8371,121.2009,125.2021,0.8818,244.3,139.7,365.5,298.5,243.9,130.0,369.1,293.0
zenbook,sweep,ir,ir/frame21.pgm,640,400,18.6,0,1,,0.5099,,89.6797,,,,,,6.7,109.5,96.4,219.2
zenbook,sweep,ir,ir/frame22.pgm,640,400,82.0,1,1,0.9340,0.8439,122.5878,124.8790,0.9098,241.5,137.8,364.1,297.3,242.1,130.5,367.0,293.7
zenbook,sweep,ir,ir/frame23.pgm,640,400,18.8,0,0,,,,,,,,,,,,,
